book_id,authors,title,Genres
427,Oscar Wilde,The Importance of Being Earnest,Fiction;Classic
428,Rick Riordan,The Mark of Athena,Fantasy
429,Terry Pratchett,The Colour of Magic,Fantasy;Comedy
430,"Haruki Murakami, Philip Gabriel",海辺のカフカ [Umibe no Kafuka],Fantasy
431,Thomas Harris,Red Dragon,Horror;Fiction
432,Isaac Asimov,"I, Robot",Fiction;Fantasy
433,J.R. Ward,Dark Lover,Fiction;Romance
434,Becca Fitzpatrick,Crescendo,Romance;Fiction
435,Lauren Oliver,Before I Fall,Romance;Kids;Drama
436,Arundhati Roy,The God of Small Things,Fiction
437,Sue Monk Kidd,The Invention of Wings,History;Biography
438,Liane Moriarty,What Alice Forgot,Fiction;Self-Help
439,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",A Brief History of Time: From the Big Bang to Black Holes,Academic;Fiction
440,Ken Follett,Fall of Giants,History
441,Stephen King,Under the Dome,Fantasy;Fiction
442,Neal Stephenson,Snow Crash,Fantasy
443,Sarah Dessen,Just Listen,Fiction;Self-Help
444,"A.A. Milne, Ernest H. Shepard",Winnie-the-Pooh,Kids;Comedy
445,S.J. Watson,Before I Go to Sleep,Thriller
446,Arthur Conan Doyle,A Study in Scarlet,Thriller
447,Christopher Paolini,Brisingr,Fantasy
448,Rick Warren,The Purpose Driven Life: What on Earth am I Here For?,Self-Help;History
449,"P.C. Cast, Kristin Cast",Betrayed: a House of Night Novel,Erotic
450,Jim Butcher,Storm Front,Fiction;Fantasy
451,"Jane Austen, Alfred MacAdam",Northanger Abbey,Classic;Romance
452,Rick Yancey,The 5th Wave,Fiction
453,Charles Frazier,Cold Mountain,Drama;Romance
454,"Laura Joffe Numeroff, Felicia Bond",If You Give a Mouse a Cookie,Kids
455,Emily Giffin,Something Blue,Fiction;Romance
456,Tennessee Williams,A Streetcar Named Desire,Romance;Drama
457,Elizabeth Kostova,The Historian,Horror;Fiction
458,Emily St. John Mandel,Station Eleven,Fantasy
459,"Fredrik Backman, Henning Koch",En man som heter Ove,Drama
460,Cassandra Clare,Clockwork Princess,Romance;Fantasy
461,Pearl S. Buck,The Good Earth,Classic;Fiction
462,John Berger,Ways of Seeing,Academic;Fiction
463,Diana Gabaldon,Dragonfly in Amber,History;Romance
464,Anonymous,Holy Bible,Self-Help
465,Jennifer Weiner,In Her Shoes,Drama;Comedy
466,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",The Hobbiter,Classic;Fiction
467,Junot Díaz,The Brief Wondrous Life of Oscar Wao,Fiction;Self-Help
468,Zora Neale Hurston,Their Eyes Were Watching God,Fiction
469,"Newt Scamander, J.K. Rowling, Albus Dumbledore",Fantastic Beasts and Where to Find Them,Kids;Fantasy
470,"Malala Yousafzai, Christina Lamb",I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Biography
471,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",Mansfield Park,Classic
472,Viktor E. Frankl,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Self-Help;Fiction
473,Tana French,In the Woods,Thriller
474,Richard Dawkins,The God Delusion,Academic;Fiction
475,Gayle Forman,Where She Went,Drama;Romance
476,John Irving,The World According to Garp,Comedy;Fiction
477,Lee Child,Killing Floor,Thriller
478,"Daniel Defoe, Gerald McCann, Virginia Woolf","The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",History;Fiction;Classic
479,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",Il Principe,History
480,Philip Pullman,The Amber Spyglass,Fantasy
481,Terry Goodkind,Wizard's First Rule,Fantasy;Fiction
482,Kathleen Grissom,The Kitchen House,History;Fiction
483,J.D. Salinger,Franny and Zooey,Fiction
484,Chuck Palahniuk,Choke,Erotic;Fiction
485,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",Братья Карамазовы,Fiction;Academic
486,Jeanne DuPrau,The City of Ember,Fantasy;Fiction
487,Michael Crichton,The Andromeda Strain,Thriller;Fiction
488,Stephen King,The Green Mile,Fantasy
489,Kahlil Gibran,The Prophet,Poetry
490,Art Spiegelman,Maus: A Survivor's Tale : My Father Bleeds History,History
491,"P.C. Cast, Kristin Cast",Untamed: A House of Night Novel,Erotic;Fantasy
492,Orson Scott Card,Speaker for the Dead,Fiction
493,C.S. Lewis,Mere Christianity,Self-Help;Fiction
494,Donna Tartt,The Secret History,Fiction
495,Dave Eggers,A Heartbreaking Work of Staggering Genius,Biography
496,Jean M. Auel,The Clan of the Cave Bear,Romance;Fiction
497,Anna Sewell,Black Beauty,Kids;Classic
498,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",Война и миръ,History
499,Bret Easton Ellis,American Psycho,Thriller;Horror
500,Meg Cabot,The Princess Diaries,Romance;Drama
501,Alexander McCall Smith,The No. 1 Ladies' Detective Agency ,Thriller;Drama
502,"Robert Kirkman, Tony Moore","The Walking Dead, Vol. 1: Days Gone Bye",Thriller;Drama
503,Arthur C. Clarke,2001: A Space Odyssey,Fantasy
504,Francine Rivers,Redeeming Love,Romance;Drama
505,"Tim LaHaye, Jerry B. Jenkins",Left Behind:  A Novel of the Earth's Last Days,Drama
506,Kiera Cass,The One,Romance
507,Suzanne Collins,The Hunger Games Box Set,Fantasy;Thriller;Romance
508,Barbara Ehrenreich,Nickel and Dimed: On (Not) Getting By in America,Biography
509,Sophie Kinsella,Remember Me?,Romance;Drama
510,Robert Jordan,The Great Hunt,Fantasy;Drama
511,Patricia Cornwell,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,Fiction;Thriller;Drama
512,Edgar Allan Poe,The Complete Tales of Edgar Allan Poe,Poetry;Fiction
513,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",The Hiding Place,Biography
514,Arthur Conan Doyle,The Adventures of Sherlock Holmes,Fiction;Thriller;Drama
515,Pat Conroy,The Prince of Tides,Romance;Drama
516,Michael Chabon,The Amazing Adventures of Kavalier & Clay,Fiction
517,Simone Elkeles,Perfect Chemistry,Romance;Fiction
518,"J.M. Barrie, Michael Hague",Peter Pan,Kids;Fantasy;Fiction
519,Scott Westerfeld,Pretties,Drama;Fiction
520,"Haruki Murakami, Jay Rubin",ねじまき鳥クロニクル [Nejimakidori kuronikuru],Fiction
521,Michael Connelly,The Lincoln Lawyer ,Thriller;Fiction
522,David Mitchell,Cloud Atlas,Drama;Fantasy;Fiction
523,Tim O'Brien,The Things They Carried,Fiction;Drama
524,Banksy,Wall and Piece,Biography;Drama
525,Lauren Oliver,Pandemonium,Fiction;Romance
526,Jeff Lindsay,Darkly Dreaming Dexter,Thriller;Fiction;
527,Charlaine Harris,Living Dead in Dallas,Fantasy;Fiction;Romance
528,Robert Jordan,The Dragon Reborn ,Fantasy;Fiction
529,"Jonathan Swift, Robert DeMaria Jr.",Gulliver’s Travels,Kids;Fantasy;Fiction;Drama
530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Much Ado About Nothing,Drama;Fiction
531,"Unknown, Seamus Heaney",Beowulf,Poetry;Drama
532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One,Fiction;Drama
533,Harper Lee,Go Set a Watchman,Fiction
534,David Sedaris,When You Are Engulfed in Flames,Biography;History
535,Laini Taylor,Daughter of Smoke & Bone,Fantasy;Fiction
536,Victoria Aveyard,Red Queen,Romance;Fiction;Fantasy
537,Charles Duhigg,The Power of Habit,Self-Help
538,John Berendt,Midnight in the Garden of Good and Evil,Thriller;Fiction
539,Colleen Hoover,Hopeless,Romance;Fiction
540,"Frances Hodgson Burnett, Nancy Bond",A Little Princess,Kids;Fiction
541,Sarah Dessen,The Truth About Forever,Romance;Kids
542,C.S. Lewis,The horse and his boy,Fantasy;Kids;Fiction
543,Richelle Mead,Last Sacrifice ,Fantasy;Fiction;Thriller
544,"Laura Ingalls Wilder, Garth Williams",Little House on the Prairie,Kids;Fiction
545,"Margery Williams Bianco, William   Nicholson",The Velveteen Rabbit,Kids;Fiction
546,Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance,Fiction;Self-Help
547,"H.G. Wells, Arthur C. Clarke",The War of the Worlds,Fiction
548,Sara Shepard,Pretty Little Liars,Kids;Fiction
549,Don Freeman,Corduroy,Kids
550,Michael Pollan,The Omnivore's Dilemma,Academic
551,Kate Atkinson,Life After Life,History;Fiction
552,Nicholas Sparks,The Rescue,Romance;Fiction
553,Stephen King,Needful Things,Horror;Thriller
554,Diana Gabaldon,Voyager,History;Fantasy;Fiction
555,"Kenneth Branagh, William Shakespeare",Hamlet,Drama;Fiction
556,Stephen King,Cujo,Horror;Thriller
557,Jeffrey Eugenides,The Virgin Suicides,Drama
558,Charlaine Harris,Dead to the World,Fantasy;Romance
559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,Romance;Fiction
560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Madame Bovary,Classic
561,"Norton Juster, Jules Feiffer",The Phantom Tollbooth,Fantasy
562,Brandon Sanderson,The Way of Kings,Fantasy;Fiction
563,Charlaine Harris,Club Dead,Fantasy;Romance
564,Ned Vizzini,It's Kind of a Funny Story,Kids;Fiction
565,Brandon Sanderson,The Well of Ascension,Fantasy;Fiction
566,Jojo Moyes,After You,Romance;Fiction
567,Vanessa Diffenbaugh,The Language of Flowers,Romance;Fiction
568,"Frank Miller, Klaus Janson, Lynn Varley",Batman: The Dark Knight Returns,Fantasy;Fiction
569,James Patterson,The Angel Experiment,Fiction;Fantasy
570,Nick Hornby,High Fidelity,Fiction;Romance
571,Nicholas Sparks,The Guardian,Romance;Kids;Fiction
572,Margaret Atwood,Oryx and Crake,Fiction;Thriller
573,John Gray,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",Self-Help
574,Anthony Bourdain,Kitchen Confidential: Adventures in the Culinary Underbelly,Biography
575,Michael Crichton,Timeline,Fiction;History
576,Voltaire,Candide,Drama;Fiction
577,Natalie Babbitt,Tuck Everlasting,Drama;Romance;Fiction
578,"Stephen King, Marie Milpois",Christine,Horror;Fiction
579,P.D. Eastman,Are You My Mother?,Kids;Fiction
580,E.H. Gombrich,The Story of Art,Academic;History
581,Marissa Meyer,Scarlet,SciFi;Romance;Young-Age
582,Robert T. Kiyosaki,"Rich Dad , Poor Dad",Self-Help
583,Becca Fitzpatrick,Silence ,Fantasy;Young-Age
584,Lev Grossman,The Magicians,Fantasy
585,"Tsugumi Ohba, Takeshi Obata",デスノート #1 (Desu Nōto) Taikutsu (退屈),Thriller;Fantasy;Horror;Drama;Crime
586,Libba Bray,A Great and Terrible Beauty,Kids;Fantasy
587,Jonathan Safran Foer,Everything Is Illuminated,History;Fiction
588,Robert Ludlum,The Bourne Supremacy,Thriller;Drama
589,Tammara Webber,Easy,Kids;Romance
590,"Charles Dickens, Jeremy Tambling",David Copperfield,Classic;Kids;Drama;Romance
591,"Sherman Alexie, Ellen Forney",The Absolutely True Diary of a Part-Time Indian,Young-Age
592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",Мастер и Маргарита,Drama;History
593,Ursula K. Le Guin,A Wizard of Earthsea,Classic;Fiction
594,"Kate DiCamillo, Chris Sheban",Because of Winn-Dixie,Kids;Fiction
595,John Knowles,A Separate Peace,Fantasy;Classic
596,John Grisham,The Rainmaker,Thriller;Fiction
597,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",Don Quijote de La Mancha,Classic;Drama
598,Robin Hobb,Assassin's Apprentice,Fantasy
599,Douglas Adams,The Restaurant at the End of the Universe,SciFi;Drama
600,Lauren Kate,Torment,Young-Age;Fantasy
601,Beatrix Potter,The Tale of Peter Rabbit,Kids
602,"C.S. Lewis, Pauline Baynes",The Silver Chair,Kids;Fantasy;Fiction
603,Brandon Sanderson,The Hero of Ages,Fantasy;Fiction
604,Susanna Kaysen,"Girl, Interrupted",Biography
605,Chelsea Handler,"Are You There, Vodka? It's Me, Chelsea",Biography
606,"Richard Bach, Russell Munson",Jonathan Livingston Seagull,Self-Help
607,Cassandra Clare,City of Heavenly Fire,Fantasy;Fiction
608,"Robert Munsch, Sheila McGraw",Love You Forever,Fiction
609,Stephen King,Cell,Horror;Fiction
610,Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,History;Biography
611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",The Silmarillion,Fantasy
612,Stephen King,The Drawing of the Three,Fantasy;Horror
613,Kate Morton,The Forgotten Garden,Domestic;History
614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",Der Prozeß,Fiction;Drama
615,Sarah Dessen,This Lullaby,Kids;Romance;Fiction;Young-Age
616,Jodi Picoult,Plain Truth,Fantasy;Fiction
617,Piper Kerman,Orange Is the New Black: My Year in a Women's Prison,Biography
618,"Arthur Conan Doyle, Anne Perry",The Hound of the Baskervilles,Thriller
619,Daniel Kahneman,"Thinking, Fast and Slow",Self-Help
620,Marion Zimmer Bradley,The Mists of Avalon,Fantasy;History
621,Judy Blume,"Are You There God? It's Me, Margaret",Drama;Young-Age
622,Nicholas Sparks,Nights in Rodanthe,Romance;Drama
623,Stephen King,Mr. Mercedes,Thriller;Horror;Crime
624,Charlaine Harris,All Together Dead,Fantasy;Fiction;Romance
625,Chris Bohjalian,Midwives,Fiction
626,Chris Van Allsburg,The Polar Express,Kids;Fiction
627,"Jon Scieszka, Lane Smith",The True Story of the Three Little Pigs,Kids;Fiction
628,Tom Clancy,Patriot Games,Thriller;Fiction
629,"Paulo Coelho, Margaret Jull Costa",Veronika decide morrer,Fiction;Thriller;Self-Help
630,"Sheryl Sandberg, Nell Scovell","Lean In: Women, Work, and the Will to Lead",Biography
631,Charlaine Harris,Dead as a Doornail ,Fantasy;Fiction;Romance
632,Tahereh Mafi,"Shatter Me (Shatter Me, #1)",Romance;Young-Age
633,Robert A. Heinlein,Starship Troopers,Classic;SciFi
634,Sophie Kinsella,I've Got Your Number,Drama;Comedy
635,"Jostein Gaarder, Paulette Møller",Sofies Verden,Fiction
636,Mark Cotta Vaz,The Twilight Saga Breaking Dawn Part 1,Romance;Fantasy;Fiction
637,Ray Bradbury,The Martian Chronicles,Horror;SciFi
638,Jennifer Egan,A Visit From the Goon Squad,Psychological
639,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Heidi,Kids;Classic
640,Michael Crichton,Prey,Thriller;SciFi
641,C.S. Lewis,The Last Battle,Fantasy;Kids
642,Ken Follett,World Without End,History;Fiction
643,"P.C. Cast, Kristin Cast",Chosen: A House of Night Novel,Fantasy;Thriller;Fiction
644,Colleen Hoover,Slammed,Romance;Fiction
645,Alex Flinn,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Kids;Fantasy;Romance
646,"Geoffrey Chaucer, Nevill Coghill",Tales of Caunterbury,Poetry;Fiction
647,Emily Giffin,Baby Proof,Romance;Drama;Domestic
648,Christopher Paolini,Inheritance,Fantasy
649,"Haruki Murakami, Jay Rubin, Philip Gabriel",いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],History;Fiction
650,Harriet Beecher Stowe,Uncle Tom's Cabin or Life Among the Lowly,Classic;Fiction
651,"Gaston Leroux, Alexander Teixeira de Mattos",Le Fantôme de l'Opéra,Horror;Romance
652,Charlaine Harris,"Definitely Dead (Sookie Stackhouse, #6)",Fantasy;Fiction;Romance
653,"José Saramago, Giovanni Pontiero",Ensaio Sobre a Cegueira,Horror;Fiction
654,Jonathan Franzen,Freedom,Domestic
655,Ally Condie,Crossed,Drama;Romance
656,Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You",Young-Age;Thriller
657,Aravind Adiga,The White Tiger,Fiction;Drama
658,Jonathan Franzen,The Corrections,Domestic
659,Barack Obama,Dreams from My Father,Biography
660,Michael Crichton,Congo,Thriller;Fiction
661,"Judith Viorst, Ray Cruz","Alexander and the Terrible, Horrible, No Good, Very Bad Day",Kids
662,Jhumpa Lahiri,Interpreter of Maladies,Classic;Academic
663,Howard Zinn,A People's History of the United States: 1492 to Present ,History;Academic
664,Truman Capote,Breakfast at Tiffany's,Classic;Fiction
665,Justin Cronin,The Passage,Horror;SciFi;Fantasy
666,Neil Gaiman,Anansi Boys,Fantasy
667,Sarah Dessen,Along for the Ride,Young-Age;Romance;Drama
668,Celeste Ng,Everything I Never Told You,Fiction
669,"Isabel Allende, Magda Bogin",La casa de los espíritus,Biography
670,Stephen King,The Dead Zone,Horror;Thriller
671,"Agatha Christie, Ροζίτα Σώκου",The Mysterious Affair at Styles,Classic;Thriller
672,Agatha Christie,Murder in the Calais Coach,Classic;Thriller
673,Chimamanda Ngozi Adichie,Americanah,Fiction
674,James Patterson,Suzanne's Diary for Nicholas,Romance;Fiction
675,Stephen King,Firestarter,Horror;Thriller;SciFi
676,Sylvia Day,Entwined with You,Erotic;Romance
677,Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Biography;History
678,Gabrielle Zevin,The Storied Life of A.J. Fikry,Drama;Psychological
679,Ludwig Bemelmans,Mad About Madeline,Kids;Fiction
680,Napoleon Hill,Think and Grow Rich,Self-Help;Fiction
681,"Laura Ingalls Wilder, Garth Williams",Little House In The Big Woods,Kids;History;Fiction
682,Susanna Clarke,Jonathan Strange & Mr Norrell,Fiction;History
683,Nicholas Sparks,A Bend in the Road,Romance;Psychological
684,Rick Riordan,The House of Hades,Fantasy;Young-Age
685,Michael  Grant,Gone,Horror;SciFi;Thriller
686,Nicholas Sparks,The Wedding,Romance;Fiction
687,David McCullough,1776,History
688,Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,History
689,Jess Walter,Beautiful Ruins,Romance;History;Fiction
690,Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Biography
691,Stephen King,On Writing: A Memoir of the Craft,Biography
692,Kristin Hannah,Firefly Lane,Romance;Fiction
693,Michael Crichton,Sphere,Thriller;Fiction
694,Emily Giffin,Love the One You're With,Romance;Fiction
695,"Robert Galbraith, J.K. Rowling",The Silkworm,Thriller;Crime
696,Anne Rice,The Vampire Lestat,Horror;Fantasy
697,Ann Patchett,State of Wonder,Fiction;Drama
698,Matthew Quick,The Silver Linings Playbook,Comedy;Drama;Fiction
699,"Jules Verne, Anthony Bonner",Vingt Mille Lieues Sous les Mers,Fiction;Drama
700,Philippa Gregory,The Constant Princess,History;Fiction
701,"Virginia Woolf, Maureen Howard",Mrs Dalloway,Fiction
702,"Jonas Jonasson, Rod Bradbury",Hundraåringen som klev ut genom fönstret och försvann,Fiction
703,Stephen King,Bag of Bones,Fiction
704,John Irving,The Cider House Rules,Fiction
705,"Richard Bachman, Stephen King",Thinner,Horror
706,"Jules Verne, Michael Glencross, Brian W. Aldiss",Le tour du monde en quatre-vingts jours,Thriller;Fiction
707,Sharon Creech,Walk Two Moons,Young-Age
708,"Paulo Coelho, Margaret Jull Costa",Onze minutos,Erotic;Fiction
709,J.D. Salinger,Nine Stories,Drama;
710,Julie Powell,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Biography
711,Neal Shusterman,Unwind,Drama;Thriller;Fiction
712,Diana Gabaldon,"Drums of Autumn (Outlander, #4)",History;Fiction
713,Marie Lu,Prodigy,Young-Age;Romance;Fiction
714,William Shakespeare,The Tragedie of King Lear,Classic;Drama
715,Arthur Miller,Death of a Salesman,Classic;Academic
716,Nicholas Sparks,The Choice,Romance;Fiction
717,Kate Egan,The Hunger Games Official Illustrated Movie Companion,SciFi;Drama
718,William Faulkner,The Sound and the Fury,Classic;Fiction
719,Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose,Self-Help
720,Tite Kubo,BLEACH―ブリーチ―　1,Fantasy;Fiction
721,Allie Brosh,Hyperbole and a Half,Comedy;Biography
722,Robert Jordan,The Shadow Rising ,Fantasy;Fiction
723,Gregory David Roberts,Shantaram,Fiction;Biography;Crime
724,Charlaine Harris,From Dead to Worse,Fantasy;Fiction;Romance
725,"Stephen King, Ned Dameron",The Waste Lands,Fantasy;Horror;SciFi
726,Jeffery Deaver,The Bone Collector,Thriller;Crime
727,"Bernhard Schlink, Carol Brown Janeway",Der Vorleser,History
728,"Bill Martin Jr., Eric Carle","Brown Bear, Brown Bear, What Do You See?",Kids;Fiction
729,Dan Simmons,Hyperion,SciFi
730,John Steinbeck,The Pearl of the World,Fiction
731,William Peter Blatty,The Exorcist,Horror
732,Stephenie Meyer,The Short Second Life of Bree Tanner,Kids;Fantasy;Fiction;Romance
733,David Guterson,Snow Falling on Cedars,Fiction;Thriller
734,Alex Haley,Roots,History;Fiction
735,"Alan Moore, Brian Bolland, Tim Sale",Batman: The Killing Joke ,Comedy;Fiction
736,Ralph Ellison,Invisible Man,Thriller;Drama
737,Ishmael Beah,A Long Way Gone. Memoirs of a Boy Soldier,Biography
738,Robert C. O'Brien,Mrs. Frisby and the Rats of NIMH,Classic;Kids
739,Stephen King,Different Seasons,Horror;Comedy;Fiction;Fantasy
740,"Laura Ingalls Wilder, Garth Williams",The Little House Collection,Classic;Kids
741,Melissa Bank,The Girls' Guide to Hunting and Fishing,Fiction;Romance
742,Hugh Howey,Wool Omnibus,SciFi
743,Christopher Moore,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Comedy;Fiction
744,Eckhart Tolle,The Power of Now,Self-Help
745,Jenny  Lawson,Let's Pretend This Never Happened (A Mostly True Memoir),Biography;Comedy
746,Scott Lynch,The Lies of Locke Lamora,Fantasy
747,Garth Nix,Sabriel,Fiction;Fantasy
748,Charlaine Harris,Dead and Gone,Fantasy;Fiction;Romance
749,Jodi Picoult,The Storyteller,Psychological;History
750,Jennifer L. Armentrout,Obsidian,Fiction
751,Douglas Adams,"Life, the Universe and Everything",SciFi
752,Sarah J. Maas,Crown of Midnight,Fiction;Fantasy
753,Bryan Lee O'Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Kids;Fiction
754,Jeannette Walls,Half Broke Horses: A True Life Novel,History;Fiction
755,Terry Pratchett,Mort,Fantasy
756,Julie Kagawa,"The Iron King (The Iron Fey, #1) ",Fantasy;Fiction
757,Larry McMurtry,Lonesome Dove,Romance;Fiction
758,Mary Roach,Stiff: The Curious Lives of Human Cadavers,History
759,Richelle Mead,Bloodlines,Fantasy;Young-Age
760,Orson Scott Card,Ender's Shadow,SciFi
761,Sophie Kinsella,Twenties Girl,Comedy
762,Thomas Keneally,Schindler's Ark,Biography;Fiction
763,Toni Morrison,The Bluest Eye,Fiction;Biography
764,Philippa Gregory,The White Queen,History;Fiction
765,"Malcolm X, Alex Haley",The Autobiography of Malcolm X,Biography
766,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",Preludes & Nocturnes,Horror;Fantasy;Fiction
767,Laura Hillenbrand,Seabiscuit,Biography
768,Dennis Lehane,Shutter Island,Crime;Horror;Psychological
769,Arthur Conan Doyle,The Complete Sherlock Holmes,Fiction
770,"William Shakespeare, Roma Gill",The Tragedy of Julius Caesar,History;Classic
771,Erik Larson,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",History
772,"Plato, Desmond Lee",Πολιτεία,Fiction;Fantasy
773,William Shakespeare,The Taming of the Shrew,Comedy;Classic
774,Marissa Meyer,Cress,Romance;Young-Age;SciFi
775,Patti Smith,Just Kids,Biography
776,Phaidon Press,The Art Book,Kids
777,Jane Green,Jemima J,Comedy;Fiction;Romance
778,"Victor Hugo, Walter J. Cobb",Notre-Dame de Paris,Romance;Fiction
779,Rohinton Mistry,A Fine Balance,History;Fiction
780,"Bill Watterson, G.B. Trudeau",Calvin and Hobbes,Comedy;Kids
781,Scott Westerfeld,Specials,SciFi;Young-Age
782,Kate Chopin,The Awakening,Psychological;Romance
783,"P.C. Cast, Kristin Cast",Hunted,Fantasy;Young-Age
784,Mitch Albom,For One More Day,Fiction;Kids
785,Tom Clancy,Clear and Present Danger,Thriller
786,Shel Silverstein,Falling Up,Poetry;Kids
787,Justin Halpern,Sh*t My Dad Says,Comedy;Biography
788,"Irvine Welsh, Eric Lindor Fall",Trainspotting,Comedy;Fiction
789,Isaac Asimov,Foundation and Empire,SciFi
790,Miguel Ruiz,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",Self-Help
791,Jodi Picoult,House Rules,Psychological
792,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",Brüder Grimm: Kinder- und Hausmärchen,Kids
793,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,Kids
794,Stephen King,Doctor Sleep,Horror;Fiction
795,Nick Hornby,About a Boy,Romance;Fiction
796,Samantha Young,On Dublin Street,Erotic;Fiction;Romance
797,"Francis Chan, Danae Yankoski, Chris Tomlin",Crazy Love: Overwhelmed by a Relentless God,Academic;Drama
798,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish",Kids
799,Dean Koontz,Watchers,Horror;Fiction
800,Helen Keller,The Story of My Life,Biography
801,Jonathan Tropper,This Is Where I Leave You,Psychological
802,Seth Grahame-Smith,Abraham Lincoln: Vampire Hunter,Thriller;Horror;Fantasy
803,"Natsuki Takaya, Alethea Nibley, Athena Nibley",フルーツバスケット 1,Fantasy;Romance;Young-Age
804,William Shakespeare,The Tempest,Comedy;Romance
805,"P.C. Cast, Kristin Cast",Burned: A House of Night Novel,Young-Age
806,"Stephen King, Dave McKean",Wizard and Glass,Fantasy;SciFi;Horror
807,Dave Eggers,The Circle,SciFi
808,Brian Selznick,The Invention of Hugo Cabret,History;Fiction
809,"Aldous Huxley, Christopher Hitchens",Brave New World/Brave New World Revisited,SciFi
810,Bisco Hatori,桜蘭高校ホスト部 1,Romance;Young-Age
811,Mary Kubica,The Good Girl,Psychological;Thriller
812,Abbi Glines,"Fallen Too Far (Too Far, #1)",Romance;Fiction
813,Rainbow Rowell,Landline,Romance;Fiction
814,"P.C. Cast, Kristin Cast",Tempted,Young-Age;Romance
815,Cormac McCarthy,No Country for Old Men,Thriller
816,Hilary Mantel,Wolf Hall,History;Fiction
817,Diana Wynne Jones,Howl's Moving Castle,Young-Age;Fantasy
818,"Stephen King, William Olivier Desmond",Dreamcatcher,SciFi
819,Henry David Thoreau,Walden; or Life in the Woods,Biography
820,Kazuo Ishiguro,The Remains of the Day,History
821,Nicholas Sparks,The Best of Me,Romance
822,Julian Barnes,The Sense of an Ending,Psychological
823,Sue Grafton,A is for Alibi,Crime;Thriller
824,"Sophocles, J.E. Thomas",Οἰδίπους Τύραννος,Drama;Fiction
825,Lisa See,Shanghai Girls,History;Fiction
826,"Kenneth Grahame, Gillian Avery",The Wind in the Willows,Kids
827,Jenny Han,To All the Boys I've Loved Before,Young-Age
828,"Marjane Satrapi, Mattias Ripa",Persepolis,Biography;Comedy
829,E.M. Forster,A Room with a View,Classic
830,Kody Keplinger,The DUFF: Designated Ugly Fat Friend,Young-Age
831,Sarah Dessen,Lock and Key,Young-Age
832,J.D. Robb,Naked in Death,Crime;Romance
833,John Grisham,The Chamber,Thriller;Young-Age;Fiction
834,Stephenie Meyer,Midnight Sun (Partial Draft),Young-Age;Fantasy;Romance
835,"Masashi Kishimoto, Katy Bridges",NARUTO -ナルト- 巻ノ一 ,Fantasy;Kids;Young-Age
836,Rachel Joyce,The Unlikely Pilgrimage of Harold Fry,Comedy;Fiction
837,David Levithan,Every Day,Fantasy;Young-Age;Romance
838,Orson Scott Card,Xenocide,SciFi
